# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 2000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Cellular Component	GO:0031095	platelet dense tubular network membrane	396	1.034770e-1	1.000000e+0	4.267120e-1	9.155062e+0	1.092292e-1	1	3.823213e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	88450	Ehd1
GO Cellular Component	GO:0034466	chromaffin granule lumen	397	1.040128e-1	1.000000e+0	4.278411e-1	9.105228e+0	1.098270e-1	1	3.844138e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	7610	Dbh
GO Cellular Component	GO:0005655	nucleolar ribonuclease P complex	398	1.041392e-1	1.000000e+0	4.272847e-1	2.672394e+0	1.122589e+0	3	3.929258e-4	1.050053e-3	253	1.130847e-1	1.000000e+0	7.299103e-1	2.400965e+0	1.249498e+0	3	7	7.855460e-4	4.285714e-1	67002,74514,82847	Pop1,Rpp21,Rpp40
GO Cellular Component	GO:0061695	transferase complex, transferring phosphorus-containing groups	399	1.042840e-1	1.000000e+0	4.268064e-1	1.176685e+0	5.608978e+1	66	1.963241e-2	2.310116e-2	474	2.986059e-1	1.000000e+0	1.000000e+0	1.078169e+0	4.730241e+1	51	265	1.335428e-2	1.924528e-1	1926,3286,3618,3622,6872,13962,19341,19798,19801,24672,25124,27757,29436,29440,33853,34192,34193,34200,34674,37011,38952,38954,38961,39601,40379,41284,41289,41311,43775,44575,48033,48034,48302,48674,51223,51343,51518,51919,53129,53587,54036,58828,59132,60220,62652,62665,69374,69409,77271,77452,78056,82210,82217,83019,83033,83048,83246,83484,83509,85554,85849,87818,87828,87838,89865,91963	3110043O21Rik,Acvr1b,C77370,Ccnd1,Ccnd2,Ccne2,Ccnt2,Cdk1,Cdk12,Cdk14,Cdkn1a,Ctdp1,Ctr9,Erc1,Ercc3,Ercc4,Fam58b,Gcom1,Gm4922,Insr,Map3k5,Myo6,Phkb,Pik3c2b,Pik3cg,Pik3r1,Pole,Polr2e,Polr2m,Polr3b,Polr3k,Prkag1,Prkag2,Prkag3,Prkar1b,Prkar2b,Rev3l,Setd5,Smg6,Sorbs1,Supt3,Taf3,Taf4b,Taf8,Tbc1d5,Tbpl1,Uri1,Uvrag,Vac14,Zfp609,Zfp768
GO Cellular Component	GO:0005662	DNA replication factor A complex	400	1.058586e-1	1.000000e+0	4.321677e-1	2.017488e+0	2.478330e+0	5	8.674588e-4	1.750088e-3	757	5.173365e-1	1.000000e+0	1.000000e+0	1.120450e+0	2.677495e+0	3	15	7.855460e-4	2.000000e-1	56179,58847,83050,83067,83073	Cdc5l,Purb,Rpa1
GO Cellular Component	GO:0097135	cyclin E2-CDK2 complex	401	1.067344e-1	1.000000e+0	4.346565e-1	8.859825e+0	1.128690e-1	1	3.950614e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	19341	Ccne2
GO Cellular Component	GO:0031082	BLOC complex	402	1.077598e-1	1.000000e+0	4.377407e-1	2.005866e+0	2.492689e+0	5	8.724846e-4	1.750088e-3	738	4.903475e-1	1.000000e+0	1.000000e+0	1.120450e+0	3.569993e+0	4	20	1.047395e-3	2.000000e-1	36265,67439,67440,90058,90262	Bloc1s3,Dtnbp1,Hps1,Hps6
GO Cellular Component	GO:0005890	sodium:potassium-exchanging ATPase complex	403	1.085325e-1	1.000000e+0	4.397855e-1	2.223107e+0	1.799283e+0	4	6.297806e-4	1.400070e-3	816	5.559000e-1	1.000000e+0	1.000000e+0	1.120450e+0	1.784996e+0	2	10	5.236973e-4	2.000000e-1	16837,16850,36438,36440	Atp1a1,Atp1a3
GO Cellular Component	GO:0030117	membrane coat	404	1.095673e-1	1.000000e+0	4.428797e-1	1.318426e+0	1.820352e+1	24	6.371552e-3	8.400420e-3	754	4.992683e-1	1.000000e+0	1.000000e+0	1.024068e+0	1.660047e+1	17	93	4.451427e-3	1.827957e-1	12490,21622,21932,27264,27276,29161,29660,30900,32971,32973,33908,33911,48923,58159,58160,69069,69073,71776,83484,83509,87191,87194,89688,90156	Ap1g2,Ap3b1,Ap5z1,Chmp1b,Chmp4b,Copg1,Copg2,Epn2,Eps15,Hip1,Pank1,Sec13,Sec31a,Sec31b,Sgip1,Tbc1d5,Tmed3
GO Cellular Component	GO:0071141	SMAD protein complex	405	1.098965e-1	1.000000e+0	4.431135e-1	1.993081e+0	2.508679e+0	5	8.780815e-4	1.750088e-3	199	7.423652e-2	1.000000e+0	6.091871e-1	2.801126e+0	1.070998e+0	3	6	7.855460e-4	5.000000e-1	47880,47892,55429,87620,87626	Hmga2,Smad2,Smad3
GO Cellular Component	GO:0016442	RISC complex	406	1.099830e-1	1.000000e+0	4.423700e-1	1.992569e+0	2.509323e+0	5	8.783070e-4	1.750088e-3	265	1.168284e-1	1.000000e+0	7.199275e-1	2.037183e+0	1.963496e+0	4	11	1.047395e-3	3.636364e-1	30770,65054,65063,75780,86362	Ago2,Dcp2,Dicer1,Snd1
GO Cellular Component	GO:0005779	integral component of peroxisomal membrane	407	1.108144e-1	1.000000e+0	4.446190e-1	1.675246e+0	4.775419e+0	8	1.671480e-3	2.800140e-3	451	2.786202e-1	1.000000e+0	1.000000e+0	1.400563e+0	3.569993e+0	5	20	1.309243e-3	2.500000e-1	11187,34324,39703,39721,58272,76414,76416,76417	Far1,Pex26,Pmp22,Slc25a17,Slc27a2
GO Cellular Component	GO:0042406	extrinsic component of endoplasmic reticulum membrane	408	1.120608e-1	1.000000e+0	4.485179e-1	2.584723e+0	1.160666e+0	3	4.062533e-4	1.050053e-3	158	4.271374e-2	1.000000e+0	4.414654e-1	3.361351e+0	8.924982e-1	3	5	7.855460e-4	6.000000e-1	22599,45821,47563	Mmp27,Pml,Zc3h12a
GO Cellular Component	GO:0044326	dendritic spine neck	409	1.132972e-1	1.000000e+0	4.523578e-1	3.486299e+0	5.736742e-1	2	2.007960e-4	7.000350e-4	661	4.456168e-1	1.000000e+0	1.000000e+0	1.867417e+0	5.354989e-1	1	3	2.618487e-4	3.333333e-1	36438,36440	Atp1a3
GO Cellular Component	GO:0034706	sodium channel complex	410	1.137837e-1	1.000000e+0	4.531922e-1	1.494429e+0	8.029822e+0	12	2.810578e-3	4.200210e-3	237	1.006987e-1	1.000000e+0	6.938438e-1	1.705033e+0	4.105492e+0	7	23	1.832941e-3	3.043478e-1	34575,36438,36440,46857,46862,46864,46866,46867,46869,50272,60798,77435	Grik4,Grik5,Scn10a,Scn4a,Scn5a,Scn8a,Scnn1a
GO Cellular Component	GO:0019185	snRNA-activating protein complex	411	1.141779e-1	1.000000e+0	4.536557e-1	8.248340e+0	1.212365e-1	1	4.243490e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	63686	Snapc1
GO Cellular Component	GO:1990667	PCSK9-AnxA2 complex	412	1.145093e-1	1.000000e+0	4.538682e-1	3.463691e+0	5.774187e-1	2	2.021067e-4	7.000350e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	48188,48191	Anxa2
GO Cellular Component	GO:0044299	C-fiber	413	1.148210e-1	1.000000e+0	4.540017e-1	3.457933e+0	5.783802e-1	2	2.024432e-4	7.000350e-4	292	1.487036e-1	1.000000e+0	8.316198e-1	2.801126e+0	7.139986e-1	2	4	5.236973e-4	5.000000e-1	50272,59310	Ccl2,Scn10a
GO Cellular Component	GO:0044393	microspike	414	1.154683e-1	1.000000e+0	4.554583e-1	3.446051e+0	5.803744e-1	2	2.031412e-4	7.000350e-4	210	8.419840e-2	1.000000e+0	6.547428e-1	3.734835e+0	5.354989e-1	2	3	5.236973e-4	6.666667e-1	11256,81222	Ezr,Prom2
GO Cellular Component	GO:0016528	sarcoplasm	415	1.156153e-1	1.000000e+0	4.549392e-1	1.274572e+0	2.275274e+1	29	7.963856e-3	1.015051e-2	61	1.772815e-3	1.000000e+0	4.745913e-2	1.840740e+0	1.249498e+1	23	70	6.022519e-3	3.285714e-1	295,5233,8215,12235,12868,12870,12871,16291,16877,19272,28237,28547,35588,39238,39601,41852,41862,45189,52372,56152,58385,63731,64036,67439,67440,68750,71776,71778,71782	Ank1,Asph,Atp2a2,Camk2b,Casq2,Dhrs7c,Dtnbp1,Fkbp1a,Gsn,Hax1,Itpr2,Jph1,Jph2,Jph3,Jph4,Mef2c,Mrvi1,Nos1,Nos1ap,Pln,Slc8a3,Stim1,Syne2
GO Cellular Component	GO:0070937	CRD-mediated mRNA stability complex	416	1.163164e-1	1.000000e+0	4.565978e-1	3.430634e+0	5.829826e-1	2	2.040541e-4	7.000350e-4	458	2.919270e-1	1.000000e+0	1.000000e+0	1.867417e+0	1.070998e+0	2	6	5.236973e-4	3.333333e-1	5705,60023	Hnrnpu,Igf2bp1
GO Cellular Component	GO:0002169	3-methylcrotonyl-CoA carboxylase complex, mitochondrial	417	1.186851e-1	1.000000e+0	4.647788e-1	7.915307e+0	1.263375e-1	1	4.422033e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	14621	Mccc1
GO Cellular Component	GO:0031526	brush border membrane	418	1.193738e-1	1.000000e+0	4.663575e-1	1.480495e+0	8.105396e+0	12	2.837030e-3	4.200210e-3	622	4.012162e-1	1.000000e+0	1.000000e+0	1.120450e+0	8.924982e+0	10	50	2.618487e-3	2.000000e-1	9244,9251,9347,19860,24741,29597,41233,45573,45574,58066,83098,88499	Abcb4,B4galt1,Cybrd1,Gna12,Hsp90ab1,Kcnk1,Lrp2,Pemt,Shank2,Slc22a12
GO Cellular Component	GO:0033270	paranode region of axon	419	1.200897e-1	1.000000e+0	4.680346e-1	1.711577e+0	4.089795e+0	7	1.431500e-3	2.450123e-3	484	3.164310e-1	1.000000e+0	1.000000e+0	1.400563e+0	2.855994e+0	4	16	1.047395e-3	2.500000e-1	3599,3603,3605,72201,72209,78310,84015	Cldn5,Epb41l3,Kif13b,Nfasc
GO Cellular Component	GO:0016460	myosin II complex	420	1.207317e-1	1.000000e+0	4.694163e-1	1.586326e+0	5.673488e+0	9	1.985820e-3	3.150158e-3	129	3.063558e-2	1.000000e+0	3.878132e-1	2.037183e+0	3.926992e+0	8	22	2.094789e-3	3.636364e-1	3715,20892,37169,54191,57696,76093,76095,84068,84092	Mybpc1,Mybph,Myh14,Myh9,Myl12b,Myom1,Shroom1,Trim32
GO Cellular Component	GO:0051286	cell tip	421	1.219161e-1	1.000000e+0	4.728955e-1	2.486275e+0	1.206624e+0	3	4.223396e-4	1.050053e-3	579	3.634640e-1	1.000000e+0	1.000000e+0	1.600643e+0	1.249498e+0	2	7	5.236973e-4	2.857143e-1	48106,48111,81222	Ezr,Rab8b
GO Cellular Component	GO:0034693	U11/U12 snRNP	422	1.237181e-1	1.000000e+0	4.787480e-1	7.572066e+0	1.320644e-1	1	4.622484e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	1272	Sf3b1
GO Cellular Component	GO:0019005	SCF ubiquitin ligase complex	423	1.239467e-1	1.000000e+0	4.784987e-1	1.333729e+0	1.499556e+1	20	5.248707e-3	7.000350e-3	892	6.490406e-1	1.000000e+0	1.000000e+0	9.337086e-1	1.178098e+1	11	66	2.880335e-3	1.666667e-1	4729,4734,10402,15963,33047,36664,57031,68047,68048,75184,75188,82333,82334,82339,82341,82344,88066,90205,90206,90222	Abtb1,Abtb2,Btbd9,Btrc,Cacybp,Fbxl21,Fbxo15,Fbxo27,Fbxo32,Fbxw11,Fbxw7
GO Cellular Component	GO:0071546	pi-body	424	1.246924e-1	1.000000e+0	4.802422e-1	3.286803e+0	6.084940e-1	2	2.129836e-4	7.000350e-4	579	3.634640e-1	1.000000e+0	1.000000e+0	1.600643e+0	1.249498e+0	2	7	5.236973e-4	2.857143e-1	69945,72458	Ddx4,Piwil2
GO Cellular Component	GO:0098636	protein complex involved in cell adhesion	425	1.247113e-1	1.000000e+0	4.791848e-1	1.467766e+0	8.175691e+0	12	2.861635e-3	4.200210e-3	752	4.991776e-1	1.000000e+0	1.000000e+0	1.059885e+0	6.604487e+0	7	37	1.832941e-3	1.891892e-1	1501,9372,9723,41158,50193,50209,50212,50213,50215,76093,76095,79075	Ctla4,Itga4,Itga6,Itga9,Itgb5,Myh9,Tspan32
GO Cellular Component	GO:0097504	Gemini of coiled bodies	426	1.255530e-1	1.000000e+0	4.812865e-1	2.103207e+0	1.901858e+0	4	6.656834e-4	1.400070e-3	816	5.559000e-1	1.000000e+0	1.000000e+0	1.120450e+0	1.784996e+0	2	10	5.236973e-4	2.000000e-1	17055,17057,57928,57931	Ddx20,Gemin5
GO Cellular Component	GO:0071682	endocytic vesicle lumen	427	1.260979e-1	1.000000e+0	4.822433e-1	7.419293e+0	1.347837e-1	1	4.717666e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	88669	Fth1
GO Cellular Component	GO:0005846	nuclear cap binding complex	428	1.272609e-1	1.000000e+0	4.855539e-1	7.346709e+0	1.361154e-1	1	4.764276e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	78920	Ncbp2
GO Cellular Component	GO:0031905	early endosome lumen	429	1.274097e-1	1.000000e+0	4.849884e-1	7.337518e+0	1.362859e-1	1	4.770244e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	16478	Ctss
GO Cellular Component	GO:0044599	AP-5 adaptor complex	430	1.276761e-1	1.000000e+0	4.848723e-1	7.321113e+0	1.365913e-1	1	4.780933e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	29660	Ap5z1
GO Cellular Component	GO:0010370	perinucleolar chromocenter	431	1.286687e-1	1.000000e+0	4.875081e-1	7.260597e+0	1.377297e-1	1	4.820781e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	72458	Piwil2
GO Cellular Component	GO:0005782	peroxisomal matrix	432	1.291647e-1	1.000000e+0	4.882545e-1	2.080263e+0	1.922833e+0	4	6.730253e-4	1.400070e-3	956	7.424011e-1	1.000000e+0	1.000000e+0	8.003217e-1	2.498995e+0	2	14	5.236973e-4	1.428571e-1	17565,17571,17572,43778	Abcd3,Lonp2
GO Cellular Component	GO:0032044	DSIF complex	433	1.299851e-1	1.000000e+0	4.902209e-1	7.181764e+0	1.392416e-1	1	4.873698e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	59657	Supt4a
GO Cellular Component	GO:0043196	varicosity	434	1.305774e-1	1.000000e+0	4.913200e-1	1.882266e+0	2.656372e+0	5	9.297767e-4	1.750088e-3	225	8.607449e-2	1.000000e+0	6.247095e-1	2.240901e+0	1.784996e+0	4	10	1.047395e-3	4.000000e-1	33023,33047,47111,69096,88701	Cadm1,Crhbp,Dagla,Mgll
GO Cellular Component	GO:0034361	very-low-density lipoprotein particle	435	1.308013e-1	1.000000e+0	4.910311e-1	1.881178e+0	2.657909e+0	5	9.303146e-4	1.750088e-3	906	6.852075e-1	1.000000e+0	1.000000e+0	8.845661e-1	3.391493e+0	3	19	7.855460e-4	1.578947e-1	42929,47082,47083,47088,89332	Apoa1,Lpl,Vldlr
GO Cellular Component	GO:0005666	DNA-directed RNA polymerase III complex	436	1.317532e-1	1.000000e+0	4.934701e-1	2.397793e+0	1.251151e+0	3	4.379246e-4	1.050053e-3	889	6.477540e-1	1.000000e+0	1.000000e+0	9.337086e-1	3.212994e+0	3	18	7.855460e-4	1.666667e-1	13962,53587,54036	Polr2e,Polr3b,Polr3k
GO Cellular Component	GO:1990876	cytoplasmic side of nuclear pore	437	1.324340e-1	1.000000e+0	4.948849e-1	7.039269e+0	1.420602e-1	1	4.972356e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	7972	Nup214
GO Cellular Component	GO:0030532	small nuclear ribonucleoprotein complex	438	1.328758e-1	1.000000e+0	4.954022e-1	1.425248e+0	9.121217e+0	13	3.192586e-3	4.550228e-3	840	5.889427e-1	1.000000e+0	1.000000e+0	9.743047e-1	1.231648e+1	12	69	3.142184e-3	1.739130e-1	1272,3657,6663,8753,10923,11440,31949,37247,42160,54366,63382,81937,81941	Lsm5,Luc7l,Mapkbp1,Prpf18,Prpf39,Prpf40a,Rbpms,Sf3b1,Snrnp70,Snrpb,Snrpe,Snrpf
GO Cellular Component	GO:0032133	chromosome passenger complex	439	1.333147e-1	1.000000e+0	4.959064e-1	3.152959e+0	6.343248e-1	2	2.220248e-4	7.000350e-4	400	2.193635e-1	1.000000e+0	8.955515e-1	2.240901e+0	8.924982e-1	2	5	5.236973e-4	4.000000e-1	22574,58471	Aurkb,Cdca8
GO Cellular Component	GO:0005642	annulate lamellae	440	1.338856e-1	1.000000e+0	4.968981e-1	3.144549e+0	6.360212e-1	2	2.226185e-4	7.000350e-4	860	6.258940e-1	1.000000e+0	1.000000e+0	1.120450e+0	8.924982e-1	1	5	2.618487e-4	2.000000e-1	56701,56708	Xpo1
GO Cellular Component	GO:0033655	host cell cytoplasm part	441	1.357785e-1	1.000000e+0	5.027807e-1	2.040170e+0	1.960621e+0	4	6.862516e-4	1.400070e-3	725	4.684255e-1	1.000000e+0	1.000000e+0	1.200483e+0	2.498995e+0	3	14	7.855460e-4	2.142857e-1	27481,27485,45582,57940	Coa6,Gbp9,Irgm2
GO Cellular Component	GO:0070032	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	442	1.375803e-1	1.000000e+0	5.083001e-1	3.091380e+0	6.469602e-1	2	2.264474e-4	7.000350e-4	292	1.487036e-1	1.000000e+0	8.316198e-1	2.801126e+0	7.139986e-1	2	4	5.236973e-4	5.000000e-1	27706,29133	Cplx1,Stx1a
GO Cellular Component	GO:0042788	polysomal ribosome	443	1.378229e-1	1.000000e+0	5.080469e-1	2.347352e+0	1.278036e+0	3	4.473349e-4	1.050053e-3	390	2.067166e-1	1.000000e+0	8.655595e-1	1.867417e+0	1.606497e+0	3	9	7.855460e-4	3.333333e-1	49580,59035,66005	Larp4b,Nufip2,Rpl29
GO Cellular Component	GO:0016461	unconventional myosin complex	444	1.386937e-1	1.000000e+0	5.101054e-1	2.340351e+0	1.281859e+0	3	4.486731e-4	1.050053e-3	642	4.320291e-1	1.000000e+0	1.000000e+0	1.400563e+0	1.427997e+0	2	8	5.236973e-4	2.500000e-1	27898,27900,38886	Myo18b,Myo7a
GO Cellular Component	GO:0060091	kinocilium	445	1.397675e-1	1.000000e+0	5.128996e-1	1.723630e+0	3.481026e+0	6	1.218420e-3	2.100105e-3	304	1.515709e-1	1.000000e+0	8.141950e-1	1.867417e+0	2.141996e+0	4	12	1.047395e-3	3.333333e-1	26468,29749,29752,52710,52712,66627	Cdh23,Dcdc2a,Grxcr1,Rac1
GO Cellular Component	GO:0070701	mucus layer	446	1.398139e-1	1.000000e+0	5.119195e-1	6.639996e+0	1.506025e-1	1	5.271351e-5	3.500175e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	41065	Muc2
GO Cellular Component	GO:0019774	proteasome core complex, beta-subunit complex	447	1.408725e-1	1.000000e+0	5.146416e-1	2.010843e+0	1.989215e+0	4	6.962601e-4	1.400070e-3	594	3.648329e-1	1.000000e+0	1.000000e+0	1.400563e+0	2.141996e+0	3	12	7.855460e-4	2.500000e-1	16421,22658,60165,60167	Psmb2,Psmb3,Psmb4
GO Cellular Component	GO:0032173	septin collar	448	1.420240e-1	1.000000e+0	5.176902e-1	6.528476e+0	1.531751e-1	1	5.361397e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	91259	Sept6
GO Cellular Component	GO:0044295	axonal growth cone	449	1.439689e-1	1.000000e+0	5.236107e-1	1.383555e+0	1.011886e+1	14	3.541777e-3	4.900245e-3	376	1.860166e-1	1.000000e+0	8.078859e-1	1.527887e+0	3.926992e+0	6	22	1.571092e-3	2.727273e-1	7684,7688,7689,7691,7692,11860,19798,19801,50378,50382,50394,61738,61746,78262	3110043O21Rik,Aatk,Flrt3,Olfm1,Rtn4r,Trak1
GO Cellular Component	GO:0030125	clathrin vesicle coat	450	1.441458e-1	1.000000e+0	5.230891e-1	1.627626e+0	4.300742e+0	7	1.505335e-3	2.450123e-3	427	2.418233e-1	1.000000e+0	9.248184e-1	1.474277e+0	3.391493e+0	5	19	1.309243e-3	2.631579e-1	21622,21932,29161,58159,58160,83484,83509	Epn2,Eps15,Hip1,Sgip1,Tbc1d5
GO Cellular Component	GO:0005801	cis-Golgi network	451	1.442088e-1	1.000000e+0	5.221574e-1	1.383121e+0	1.012204e+1	14	3.542890e-3	4.900245e-3	570	3.299135e-1	1.000000e+0	9.451732e-1	1.200483e+0	7.496985e+0	9	42	2.356638e-3	2.142857e-1	16639,22739,64285,64291,64927,64928,69374,69409,74239,74266,78382,90279,91833,91834	Azin2,Bcl9,Gbf1,Golga5,Map6d1,Pik3r1,Retreg1,Tmed10,Yipf6
GO Cellular Component	GO:0005876	spindle microtubule	452	1.464870e-1	1.000000e+0	5.292329e-1	1.346939e+0	1.187879e+1	16	4.157784e-3	5.600280e-3	278	1.236093e-1	1.000000e+0	7.260935e-1	1.400563e+0	9.281982e+0	13	52	3.404032e-3	2.500000e-1	2110,3037,5705,24322,28680,39202,45398,45400,53129,57709,58471,58804,58805,58806,60695,61846	Aurkb,Ccsap,Cdc27,Cdk1,Clasp1,Csnk1d,Cul3,Hnrnpu,Kif3a,Klhl21,Kntc1,Numa1,Pafah1b1
GO Cellular Component	GO:0030681	multimeric ribonuclease P complex	453	1.465902e-1	1.000000e+0	5.284366e-1	2.279345e+0	1.316167e+0	3	4.606816e-4	1.050053e-3	436	2.584204e-1	1.000000e+0	9.678911e-1	1.680676e+0	1.784996e+0	3	10	7.855460e-4	3.000000e-1	67002,74514,82847	Pop1,Rpp21,Rpp40
GO Cellular Component	GO:0098837	postsynaptic recycling endosome	454	1.477000e-1	1.000000e+0	5.312645e-1	2.955955e+0	6.766003e-1	2	2.368219e-4	7.000350e-4	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	45398,45400	Rab4a
GO Cellular Component	GO:0061700	GATOR2 complex	455	1.479748e-1	1.000000e+0	5.310832e-1	1.803426e+0	2.772500e+0	5	9.704236e-4	1.750088e-3	265	1.168284e-1	1.000000e+0	7.199275e-1	2.037183e+0	1.963496e+0	4	11	1.047395e-3	3.636364e-1	33908,33911,52067,56004,87249	Gatsl3,Sec13,Seh1l,Sesn1
GO Cellular Component	GO:0030914	STAGA complex	456	1.493020e-1	1.000000e+0	5.346714e-1	2.259363e+0	1.327808e+0	3	4.647560e-4	1.050053e-3	1069	9.224545e-1	1.000000e+0	1.000000e+0	4.309425e-1	2.320495e+0	1	13	2.618487e-4	7.692308e-2	83019,83033,83048	Supt3
GO Cellular Component	GO:0097539	ciliary transition fiber	457	1.496570e-1	1.000000e+0	5.347700e-1	1.963116e+0	2.037577e+0	4	7.131876e-4	1.400070e-3	816	5.559000e-1	1.000000e+0	1.000000e+0	1.120450e+0	1.784996e+0	2	10	5.236973e-4	2.000000e-1	47050,47051,54445,54446	Cep164,Cep83
GO Cellular Component	GO:0032002	interleukin-28 receptor complex	458	1.499463e-1	1.000000e+0	5.346339e-1	6.155695e+0	1.624512e-1	1	5.686076e-5	3.500175e-4	325	1.784996e-1	1.000000e+0	8.968918e-1	5.602252e+0	1.784996e-1	1	1	2.618487e-4	1.000000e+0	23368	Ifnlr1
GO Cellular Component	GO:0044853	plasma membrane raft	459	1.502115e-1	1.000000e+0	5.344126e-1	1.198806e+0	3.169821e+1	38	1.109493e-2	1.330067e-2	197	7.330607e-2	1.000000e+0	6.076589e-1	1.344540e+0	1.784996e+1	24	100	6.284368e-3	2.400000e-1	5233,16837,16850,21855,21859,21860,28237,28807,28814,28821,30837,32811,33807,33808,34995,35006,41311,42340,43123,50088,50272,50346,50350,50362,50366,57199,70779,71238,71239,72307,81222,83776,83778,85977,89804,89819,89820,89865	Add2,Adra1a,Adra1b,Atp1a1,Bmpr1a,Cav3,Ctnna1,Ctnnb1,Dlc1,Efna5,Ezr,Insr,Kcnma1,Lrp6,Lrp8,Myof,Nos1,Nos1ap,Plvap,Scarb1,Scn5a,Smo,Sorbs1,Tgfbr2
GO Cellular Component	GO:0005771	multivesicular body	460	1.502917e-1	1.000000e+0	5.335355e-1	1.468946e+0	6.807601e+0	10	2.382780e-3	3.500175e-3	414	2.250686e-1	1.000000e+0	8.877706e-1	1.358122e+0	5.890488e+0	8	33	2.094789e-3	2.424242e-1	23732,43123,56959,56974,69096,73279,73298,82600,87096,87109	Atp13a2,Bst2,Crhbp,H2-DMa,H2-DMb2,Ndfip2,Nedd4l,Nsg2
GO Cellular Component	GO:0005858	axonemal dynein complex	461	1.509607e-1	1.000000e+0	5.347480e-1	1.467440e+0	6.814588e+0	10	2.385225e-3	3.500175e-3	129	3.063558e-2	1.000000e+0	3.878132e-1	2.037183e+0	3.926992e+0	8	22	2.094789e-3	3.636364e-1	5948,5951,5953,19920,28771,32566,58524,61224,61576,74374	Dnah10,Dnah14,Dnah17,Dnah2,Dnah5,Dnah6,Dnaic1,Dnaic2
GO Cellular Component	GO:0070382	exocytic vesicle	462	1.512785e-1	1.000000e+0	5.347138e-1	1.162518e+0	4.559070e+1	53	1.595754e-2	1.855093e-2	235	9.615377e-2	1.000000e+0	6.681664e-1	1.233829e+0	2.998794e+1	37	168	9.688400e-3	2.202381e-1	651,3271,3753,3762,4489,15744,16937,16938,17170,17176,21622,28002,28147,29133,35109,41122,45492,47111,47348,48106,48111,48606,48616,56359,57864,58914,58919,58920,60355,60360,62722,63504,65690,65693,65714,65719,66286,67439,67440,69147,69148,75723,75745,76331,76891,78310,81222,87039,88707,90619,90620,90630,91259	Amph,Cadm1,Ddc,Disc1,Dmxl2,Doc2b,Dtnbp1,Gria1,Gria2,Grin2b,Hap1,Kcnk9,Pde4b,Ptprn2,Rab35,Rab8b,Sema4c,Sept5,Sept6,Slc17a5,Slc6a17,Stx1a,Stx6,Sv2c,Svop,Syngr1,Sypl,Syt10,Syt2,Syt6,Syt7,Syt8,Sytl3,Tmem163,Trim9,Vti1a,Wdr7
